PROLIFIC_PID,Answer.text,AwareResponse,recoded,awarenext.keys,awarenext.rt,Awareness.thisRepN,Awareness.thisTrialN,Awareness.thisN,Awareness.thisIndex,Awareness.ran,AwareQuestion,AwareAnswer
612f7d53264293791722f9ba,fair,fair,fair,space,4.2009,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612f7d53264293791722f9ba,k,k,k,space,5.152,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612f7d53264293791722f9ba,warm,warm,warm,space,6.8921,0,3,3,3,1,What do you think the word was? Type your answer,warm
612f7d53264293791722f9ba,y,y,y,space,4.2734,0,4,4,4,1,"Do you think """"warm"""" mostly appeared in a particular colour?. If yes then type ""y""  ""n"" for no and if you don't know type ""k"".",y
612f7d53264293791722f9ba,red,red,e,space,1.0454,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612f7d53264293791722f9ba,y,y,y,space,2.9313,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f7d53264293791722f9ba,green,green,u,space,1.1427,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612f7d53264293791722f9ba,n,n,n,space,3.5822,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f7d53264293791722f9ba,green,green,u,space,5.0187,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612f7d53264293791722f9ba,k,k,k,space,3.1099,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f7d53264293791722f9ba,red,red,e,space,0.7139,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612dc6da3af57682811cd2fe,n,n,n,space,42.2273,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612dc6da3af57682811cd2fe,note,note,k,space,29.7636,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612dc6da3af57682811cd2fe,k,k,k,space,8.2727,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612dc6da3af57682811cd2fe,NA,NA,NA,space,2.1544,0,3,3,3,1,What do you think the word was? Type your answer,warm
612dc6da3af57682811cd2fe,y,y,y,space,24.5312,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612dc6da3af57682811cd2fe,feeling,feeling,k,space,4.8922,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612dc6da3af57682811cd2fe,n,n,n,space,3.6147,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612dc6da3af57682811cd2fe,green,green,u,space,27.7049,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612dc6da3af57682811cd2fe,y,y,y,space,21.9505,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612dc6da3af57682811cd2fe,red,red,e,space,3.6992,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612dc6da3af57682811cd2fe,y,y,y,space,5.2665,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612dc6da3af57682811cd2fe,green,green,u,space,2.8295,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5ec5336a4067b0481a9670a6,n,n,n,space,6.7364,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5ec5336a4067b0481a9670a6,fair,fair,fair,space,13.3854,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5ec5336a4067b0481a9670a6,n,n,n,space,8.0809,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type """"y"""" for yes  ""n"" for no  and ""k"" in case you do not know.",y
5ec5336a4067b0481a9670a6,warm,warm,warm,space,4.4485,0,3,3,3,1,What do you think the word was? Type your answer,warm
5ec5336a4067b0481a9670a6,y,y,y,space,6.4865,0,4,4,4,1,"Do you think """"warm"""" mostly appeared in a particular colour?. If yes  then type ""y"" ""n"" for no and if you don't know type """"k"""".""",y
5ec5336a4067b0481a9670a6,red,red,e,space,3.1306,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5ec5336a4067b0481a9670a6,green,green,k,space,4.6079,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ec5336a4067b0481a9670a6,u,u,u,space,13.9117,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5ec5336a4067b0481a9670a6,y,y,y,space,7.8865,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ec5336a4067b0481a9670a6,r,r,e,space,3.6527,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5ec5336a4067b0481a9670a6,k,k,k,space,5.8848,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ec5336a4067b0481a9670a6,NA,NA,NA,space,11.4845,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5e349c07e2790c468d9775aa,n,n,n,space,7.3523,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5e349c07e2790c468d9775aa,warm,warm,warm,space,5.5116,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5e349c07e2790c468d9775aa,n,n,n,space,8.288,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5e349c07e2790c468d9775aa,high,high,high,space,2.5245,0,3,3,3,1,What do you think the word was? Type your answer,warm
5e349c07e2790c468d9775aa,y,y,y,space,3.83,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5e349c07e2790c468d9775aa,red,red,e,space,1.499,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5e349c07e2790c468d9775aa,y,y,y,space,3.8136,0,6,6,6,1,"Do you think """"fair"""" mostly appeared in a particular colour?. If yes  then type ""y""  if no then type ""n"" and if you don't know type ""k"".",y
5e349c07e2790c468d9775aa,greenv,greenv,u,space,1.5157,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5e349c07e2790c468d9775aa,n,n,n,space,3.9301,0,8,8,8,1,"Do you think """"high"""" mostly appeared in a particular colour?. If yes then type ""y""  if no then type ""n"" and if you don't know type ""k"".",y
5e349c07e2790c468d9775aa,u,u,u,space,12.4394,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5e349c07e2790c468d9775aa,y,y,y,space,3.9302,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5e349c07e2790c468d9775aa,e,e,e,space,2.3815,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61157a054da6132f55aba8fb,y,y,y,space,7.894,0,0,0,0,1,"Do you think """"high"""" was always followed by a particular word? Type """"y"""" for yes  """"n"""" for no",y
61157a054da6132f55aba8fb,fair,fair,fair,space,6.42,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61157a054da6132f55aba8fb,n,n,n,space,2.804,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type """"y"""" for yes  """"n"""" for no  and """"k"""" in case you do not know.""",y
61157a054da6132f55aba8fb,NA,NA,NA,space,3.872,0,3,3,3,1,What do you think the word was? Type your answer,warm
61157a054da6132f55aba8fb,y,y,y,space,1.939,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
61157a054da6132f55aba8fb,even,even,k,space,4.274,0,5,5,5,1,"Which colour almost always occurred with """"warm""""? Type the response key you pressed for that particular colour""",e
61157a054da6132f55aba8fb,n,n,n,space,1.755,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61157a054da6132f55aba8fb,NA,NA,NA,space,2.06,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61157a054da6132f55aba8fb,y,y,y,space,2.73,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61157a054da6132f55aba8fb,fair,fair,k,space,1.438,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
61157a054da6132f55aba8fb,NA,NA,NA,space,1.974,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61157a054da6132f55aba8fb,NA,NA,NA,space,0.721,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
6124f25ca7419170b505d1c8,n,n,n,space,10.7521,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6124f25ca7419170b505d1c8,fair,fair,fair,space,10.7623,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
6124f25ca7419170b505d1c8,n,n,n,space,4.8012,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6124f25ca7419170b505d1c8,warm,warm,warm,space,5.0731,0,3,3,3,1,What do you think the word was? Type your answer,warm
6124f25ca7419170b505d1c8,y,y,y,space,3.7164,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
6124f25ca7419170b505d1c8,red,red,e,space,2.0932,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
6124f25ca7419170b505d1c8,y,y,y,space,2.2402,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6124f25ca7419170b505d1c8,green,green,u,space,1.835,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6124f25ca7419170b505d1c8,k,k,k,space,5.7845,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6124f25ca7419170b505d1c8,green,green,u,space,3.6705,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6124f25ca7419170b505d1c8,k,k,k,space,4.4463,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6124f25ca7419170b505d1c8,red,red,e,space,1.1231,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
601d0060dcf3a802c8b70ebe,y,y,y,space,10.1298,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
601d0060dcf3a802c8b70ebe,warm,warm,warm,space,7.7036,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
601d0060dcf3a802c8b70ebe,k,k,k,space,3.1401,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
601d0060dcf3a802c8b70ebe,fair,fair,fair,space,6.2843,0,3,3,3,1,What do you think the word was? Type your answer,warm
601d0060dcf3a802c8b70ebe,y,y,y,space,5.1841,0,4,4,4,1,"Do you think """"warm"""" mostly appeared in a particular colour?. If yes  then type """"y""""  """"n"""" for no and if you don't know type """"k"""".""",y
601d0060dcf3a802c8b70ebe,red,red,e,space,2.1532,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
601d0060dcf3a802c8b70ebe,y,y,y,space,2.6342,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
601d0060dcf3a802c8b70ebe,green,green,u,space,1.318,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
601d0060dcf3a802c8b70ebe,k,k,k,space,6.6011,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
601d0060dcf3a802c8b70ebe,red,red,e,space,1.1689,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
601d0060dcf3a802c8b70ebe,k,k,k,space,3.1138,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
601d0060dcf3a802c8b70ebe,green,green,u,space,1.6533,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5eb02d8fb13f7b08dbb4b4f3,k,k,k,space,12.5659,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5eb02d8fb13f7b08dbb4b4f3,even,even,even,space,16.715,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5eb02d8fb13f7b08dbb4b4f3,n,n,n,space,12.3518,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5eb02d8fb13f7b08dbb4b4f3,high,high,high,space,10.3426,0,3,3,3,1,What do you think the word was? Type your answer,warm
5eb02d8fb13f7b08dbb4b4f3,n,n,n,space,10.7444,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5eb02d8fb13f7b08dbb4b4f3,e,e,e,space,20.4386,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5eb02d8fb13f7b08dbb4b4f3,n,n,n,space,12.3005,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5eb02d8fb13f7b08dbb4b4f3,u,u,u,space,10.5172,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5eb02d8fb13f7b08dbb4b4f3,y,y,y,space,11.3295,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5eb02d8fb13f7b08dbb4b4f3,e,e,e,space,6.9075,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5eb02d8fb13f7b08dbb4b4f3,y,y,y,space,7.5425,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5eb02d8fb13f7b08dbb4b4f3,u,u,u,space,3.4688,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612e98cbf2174138903b659d,n,n,n,space,13.7274,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612e98cbf2174138903b659d,even,even,even,space,10.0112,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612e98cbf2174138903b659d,n,n,n,space,5.1847,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612e98cbf2174138903b659d,warm,warm,warm,space,9.2606,0,3,3,3,1,What do you think the word was? Type your answer,warm
612e98cbf2174138903b659d,y,y,y,space,5.6864,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612e98cbf2174138903b659d,red,red,e,space,2.7441,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612e98cbf2174138903b659d,y,y,y,space,5.584,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e98cbf2174138903b659d,green,green,u,space,3.8657,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612e98cbf2174138903b659d,y,y,y,space,4.0955,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e98cbf2174138903b659d,red,red,e,space,1.9971,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612e98cbf2174138903b659d,y,y,y,space,2.7996,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e98cbf2174138903b659d,green,green,u,space,1.9601,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612e862ac666ce032b4a82fa,n,n,n,space,13.741045,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612e862ac666ce032b4a82fa,warm,warm,warm,space,11.4024,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612e862ac666ce032b4a82fa,k,k,k,space,12.804315,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type """"y"""" for yes  """"n"""" for no  and """"k"""" in case you do not know.""",y
612e862ac666ce032b4a82fa,warm,warm,warm,space,4.033205,0,3,3,3,1,What do you think the word was? Type your answer,warm
612e862ac666ce032b4a82fa,y,y,y,space,5.43705,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612e862ac666ce032b4a82fa,e,e,e,space,6.355265,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612e862ac666ce032b4a82fa,y,y,y,space,3.34429,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e862ac666ce032b4a82fa,u,u,u,space,1.994845,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612e862ac666ce032b4a82fa,n,n,n,space,3.211085,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e862ac666ce032b4a82fa,e,e,e,space,6.69165,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612e862ac666ce032b4a82fa,y,y,y,space,12.010325,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612e862ac666ce032b4a82fa,e,e,e,space,2.291525,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612bf1554c54b3b38f5c3861,y,y,y,space,31.575,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612bf1554c54b3b38f5c3861,y,y,k,space,28.49,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612bf1554c54b3b38f5c3861,y,y,y,space,17.555,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612bf1554c54b3b38f5c3861,even,even,even,space,4.64,0,3,3,3,1,What do you think the word was? Type your answer,warm
612bf1554c54b3b38f5c3861,y,y,y,space,12.245,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612bf1554c54b3b38f5c3861,red,red,e,space,17.435,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612bf1554c54b3b38f5c3861,NA,NA,NA,space,5.6,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612bf1554c54b3b38f5c3861,green,green,u,space,9.285,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612bf1554c54b3b38f5c3861,y,y,y,space,18.24,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612bf1554c54b3b38f5c3861,green,green,u,space,6.375,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612bf1554c54b3b38f5c3861,n,n,n,space,10.92,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612bf1554c54b3b38f5c3861,red,red,e,space,6.855,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60fd29e1b87d1ce113c2fb5b,n,n,n,space,13.541,0,0,0,0,1,"Do you think """"high"""" was always followed by a particular word? Type """"y"""" for yes  """"n"""" for no  and """"k"""" in case you do not know.""",y
60fd29e1b87d1ce113c2fb5b,n/a,n/a,k,space,6.581,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60fd29e1b87d1ce113c2fb5b,n,n,n,space,7.195,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type """"y"""" for yes  """"n"""" for no  and """"k"""" in case you do not know.""",y
60fd29e1b87d1ce113c2fb5b,n/a,n/a,k,space,2.262,0,3,3,3,1,What do you think the word was? Type your answer,warm
60fd29e1b87d1ce113c2fb5b,y,y,y,space,5.208,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60fd29e1b87d1ce113c2fb5b,e,e,e,space,6.685,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60fd29e1b87d1ce113c2fb5b,y,y,y,space,3.369,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd29e1b87d1ce113c2fb5b,u,u,u,space,1.367,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60fd29e1b87d1ce113c2fb5b,n,n,n,space,4.41,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd29e1b87d1ce113c2fb5b,NA,NA,NA,space,3.224,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60fd29e1b87d1ce113c2fb5b,n,n,n,space,7.125,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd29e1b87d1ce113c2fb5b,NA,NA,NA,space,0.393,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60d796b88e241f5f698a44e5,y,y,y,space,27.4948,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60d796b88e241f5f698a44e5,fair,fair,fair,space,18.9949,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60d796b88e241f5f698a44e5,n,n,n,space,5.0789,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60d796b88e241f5f698a44e5,warm,warm,warm,space,4.1569,0,3,3,3,1,What do you think the word was? Type your answer,warm
60d796b88e241f5f698a44e5,y,y,y,space,11.3323,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60d796b88e241f5f698a44e5,red,red,e,space,1.9578,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60d796b88e241f5f698a44e5,y,y,y,space,5.9265,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60d796b88e241f5f698a44e5,green,green,u,space,1.7399,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60d796b88e241f5f698a44e5,y,y,y,space,9.6764,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60d796b88e241f5f698a44e5,red,red,e,space,1.1109,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60d796b88e241f5f698a44e5,y,y,y,space,7.016,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60d796b88e241f5f698a44e5,green,green,u,space,2.8421,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,8.6076,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6127bbbc3e72f2d3f7fc5f04,fair,fair,fair,space,9.7818,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,5.6738,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,0.8792,0,3,3,3,1,What do you think the word was? Type your answer,warm
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,2.1601,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,0.6591,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,0.7123,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,1.2796,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,1.02,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
